id,seq,line,newspaper,month,day,page,column,type,init
2097,seq296,13,L,6,3,4,3,""," - THE GREAT REBELLION, presented last night at"
2098,seq296,16,L,6,3,4,4,""," - The popular and exciting play, THE DEAD HEART,"
2099,seq296,20,L,6,4,4,5,""," - THE GREAT REBELLION at Brainard's hall, last"
2100,seq296,23,L,6,6,4,2,"",", 4 - At the Academy of Music (benefit of Edwin Adams)"
2101,seq296,28,L,6,7,4,5,""," - Matilda Heron appeared as ""Camille"" yesterday at"
2102,seq296,32,L,6,8,4,4,"", - Miss M \tilda Heron appearing again last night in
2103,seq296,36,L,6,9,4,5,"", - Miss Matilda Heron appeared in the BELLE OF
2104,seq296,39,L,6,10,4,4,"", - The Academy of Music was crowded last night for the
2106,seq297,7,L,6,13,4,2,"", - Miss Matilda Heron's portrayal of the character
2108,seq297,14,L,6,17,4,4,"", - A full house greeted Miss Heron last night at the
2109,seq297,19,L,6,18,4,6,"", - Miss Heron's successful engagement closed last
2110,seq297,22,L,6,20,4,4,""," - The spectacle pieces, THE LAKES OF KILLARNEY"
2112,seq297,29,L,6,22,4,6,"", – The benefit of Mrs. James Dickson drew a large
2113,seq297,31,L,6,23,4,4,""," - At the Academy of Music, Miss Fastman made her"
2114,seq297,35,L,6,24,4,3,""," – Miss Helen Eastman made her appearance as ""Parthen-"
2115,seq297,39,L,6,25,4,2,""," - THE HUNCHBACK, at the Academy of Music, was well"
2116,seq298,4,L,6,28,4,4,"", - TICKET OF LEAVE MAN is the drama now at the
2117,seq298,9,L,6,29,4,2,"", - At the Academy of Music the second night's perform-
2118,seq298,12,L,6,30,4,4,"",", 5 - At the Academy of Music, Mrs. Bradshaw's benefit"
2119,seq298,19,L,7,1,3,3,"", – The benefit performance given for Mrs. and Miss
2120,seq298,24,H,7,5,1,3,""," – C. Busch, treasurer of the Academy of Music, takes"
2121,seq298,31,H,7,5,3,5,"", - The afternoon and evening performances at the Academy
2122,seq298,33,L,7,6,4,2,"", - The final rendition of the TICKET OF LEAVE MAN
2123,seq298,37,L,7,6,4,6,"", – The performance of UNCLE TOM'S CABIN was excellent
2124,seq298,40,L,7,7,4,2,"", - The benefit given for C. Busch at the Academy of
2125,seq299,4,L,10,14,4,4,"",", 5 - THE MERCHANT OF WENICE was presented yesterday"
2126,seq299,10,L,10,18,4,3,""," - The play, JESSIE McLANE, was presented to a large"
2127,seq299,15,L,11,30,4,3,""," - The sensational drama, WAITING FOR THE WERDICT,"
2128,seq299,26,L,12,21,4,3,""," - The great spectacular drama, ALADDIN, produced"
2129,seq299,33,H,12,27,3,2,"", - The Academy of Music was filled yesterday with ladies
2130,seq299,36,L,1,15,4,2,""," - C. W. Could, tragic artist, and his acomplished"
2131,seq299,39,L,6,30,4,2,""," - T. W. Carroll, the well-known and popular actor, was"
2132,seq300,5,L,1,1,1,6,"", – The following performances are advertised by the
2134,seq300,12,L,1,4,1,6,adv, - Miss Julia Daly and Mr. James M. Ward & Co.
2135,seq300,16,L,4,29,4,7,adv, - The benefit of Miss Maggie Mitchell will be
2136,seq300,20,L,4,30,4,7,adv," - Miss Maggie Mitchell, by special request this"
2137,seq300,24,L,5,2,4,5,"", - Miss Kate Denin and Sam Ryan will appear in the sensa-
2138,seq300,26,L,5,3,4,6,""," - Miss Kate Denin will appear in OCTOR00N, this evening."
2139,seq300,28,L,5,6,4,5,"", - A benefit for Miss Kate Denin will be presented to-
2140,seq300,31,L,5,9,4,6,"", - Miss Kate Denin and Sam Ryan will appear in the drama
2141,seq300,33,L,5,16,4,7,"", - We will present a benefit for J. W. Carroll tonight.
2142,seq300,35,L,5,18,4,7,"", - We will present James M. Ward in the play UNCLE
2143,seq300,37,L,5,20,4,8,adv, - The farewell Benefit of JAMES M. WARD will
2144,seq301,4,L,5,21,4,8,"", - James Wald will make his last appearance tonight. He
2145,seq301,6,L,5,23,4,8,"", - The benefit of Miss Lucy Cutler will take place to-
2147,seq301,10,L,5,25,4,6,""," - Edwin Adams will appear in RICHARD THE THIRD,"
2148,seq301,12,L,5,26,4,5,""," - Edwin Adams will appear in KING OF THE COMMONS,"
2149,seq301,14,L,5,27,4,4,"", - The benefit of Edwin Adams will be given this eve-
2150,seq301,16,L,5,30,4,6,"", - This is the last week of Edwin Adams' engagement. He
2151,seq301,18,L,6,3,4,5,"", - The final appearance of Edwin Adams will take place
2152,seq301,20,L,6,6,4,7,"", - We present Matilda Heron in CAMILLE this eve-
2153,seq301,22,L,6,8,4,5,"", - Matilda Heron will appear tonight in the comedy
2154,seq301,24,L,6,10,4,7,""," - We will present a benefit for Matilda Heron, this"
2155,seq301,27,L,6,13,4,6,"", - Matilda Heron will make her final appearance in the
2156,seq301,30,L,6,17,4,7,"", - Matilda Heron will appear tonight in MARIAN'S
2158,seq301,36,L,6,20,4,8,"", - We will present a young lady tonight making her de-
2160,seq302,7,L,6,23,4,8,"", - We will present Miss Helen Eastman tonight in
2161,seq302,9,L,6,29,4,8,""," – We will present the TICKET OF LEAVE MAN,"
2163,seq302,14,L,7,4,4,6,"", - UNCLE TOM'S CABIN will be presented this
2164,seq302,18,L,7,9,1,1,"", - The season will close with a play called the
2165,seq302,20,L,9,6,4,6,"", - The Martinetti and Marzetti troupe present TIlB
2166,seq302,22,L,9,16,4,7,""," - Laura Keene, assisted by a talented New York"
2167,seq302,26,L,9,16,4,7,"", - The Martinette and Marzetti troupe present
2168,seq302,29,L,10,3,4,7,"", – The Boniface-Newton alliance presents Victor Hugo's
2169,seq302,31,L,10,10,4,8,"", – C. W. Couldcck and Miss Couldock appear in
2170,seq302,35,L,10,19,4,5,""," - Mr. and Miss Couldock present O'BRIEN, THE LAST"
2172,seq303,5,L,10,22,4,8,"", - Evelyn Evans appears in SIXTEEN STRING JACK
2173,seq303,7,L,10,22,4,7,"", - Sallie St. Clair and Charles Barras appear in the
2174,seq303,9,L,10,26,4,7,"", - Sallie St. Clair appears in JESSIE BROWN. THE
2175,seq303,11,L,10,27,4,5,"", - The performance this evening starts with a presen-
2176,seq303,14,L,10,27,4,5,"", - Sallie St. Clair and Charles Barras appear in the
2177,seq303,16,L,10,29,4,6,"", - Sallie St. Clair appears in THE FRENCII SPY and in
2178,seq303,18,L,10,31,4,8,""," – Sallie St. Clair appears in the $1,000 prize drama,"
2179,seq303,20,L,11,4,4,2,"", - Sallie St. Clair makes her final appearance in THE
2180,seq303,23,L,11,5,4,4,"", - Sallie St. Clair appears in THE YOUNG ACTRESS
2181,seq303,25,L,11,8,4,5,"", - Helen Western appears in DON CAESAR DE BAZAN
2182,seq303,28,L,11,9,2,2,"", - Helen Western appears in GREEN BUSHES and in BOB-
2183,seq303,30,L,11,10,4,4,"", - Helen Western appears in SATAN IN PARIS and in
2184,seq303,32,L,11,11,4,4,"", - Helen Western appears in the French play entitled
2185,seq303,35,L,11,12,4,4,"", - Helen Western appears in JACK SHEPPARD and in
2186,seq304,4,L,11,14,4,3,"", - Helen Western appears in THE FRENCH SPY and in
2188,seq304,9,L,11,16,4,4,"", - Helen Western appears in THE FLYING DUTCHMAN. (4)
2189,seq304,10,L,11,17,4,4,"", - Helen Western appears in THE DEVILISH JOKE. (3)
2190,seq304,11,L,11,18,4,4,"", - Helen Western appears in CYNTHIA OR THE FLOWERS
2191,seq304,13,L,11,19,4,4,"", - James Lewis appears in PAUL PRY and also in THE
2192,seq304,15,L,11,21,4,2,""," - McKean Buchanan makes his first appearance as ""Sir"
2193,seq304,18,L,11,22,4,8,""," - McKean Buchanan appears in MACBETH, Virginia"
2194,seq304,20,L,11,23,4,5,"", - Virginia and McKean Buchanan will play the leading
2195,seq304,23,L,11,24,4,8,"", - McKean and Virginia Buchanan appear in the
2196,seq304,25,H,11,25,3,2,"", - Miss Wirginia Buchanan will take her benefit today
2197,seq304,28,L,11,26,4,8,"", - McKean and Virginia Buchanan appear in NICK OF THE
2198,seq304,30,L,11,28,4,8,"", - McKean and Virginia Buchanan appear in WAITING FOR
2199,seq304,32,L,12,3,4,8,""," – Evelyn Evans appears in BELPHEGOR, THE MOUNTE"
2200,seq304,34,L,12,6,4,7,"", - Kate Denin and Sam Ryan appear in EAST LYNNE and in
2201,seq304,36,L,12,7,4,8,"", - Kate Denin and Sam Ryan appear in THE HIDDEN HAND
2203,seq305,6,L,12,9,4,8,"", - Kate Denin and Sam Ryan appear in THE HILLSIDE
2204,seq305,8,L,12,10,4,8,"", – Kate Den in and Sam Ryan appear in THE POISONER.
2205,seq305,10,L,12,12,4,8,"", - Kate Denin and Sam Ryan appear in THE CHILD'S
2206,seq305,12,L,12,13,4,8,"", - Kate Denin and Sam Ryan appear in THE SORCERESS
2207,seq305,14,L,12,14,4,8,"", - Kate Denim and Sam Ryan appear in TICKET OF -
2208,seq305,16,L,12,15,4,8,"", - Kate Denin and Sam Ryan appear in LADY OF
2209,seq305,18,L,12,16,4,8,"", - UNCLE TOM'S CABIN will be presented with Kate
2210,seq305,22,L,12,17,4,8,"", - Simcoe Lee appears in the CARPENTER OF ROUEN
2211,seq305,24,L,12,20,4,7,""," - Effie Ellsler plays the role of ""Aladdin"" in ALADDIN"
2212,seq305,29,L,7,8,2,1,ed, . The following alarming advances in tobacco prices
2213,seq306,5,L,1,6,2,4,"", - Citizens intending to travel in foreign lands are
2214,seq306,9,L,8,10,2,2,ed, - Traveling about for rest and relaxation is fast
2215,seq306,24,L,10,26,4,3,"", - The tunnel of the Atlantic and Great Western rail-
2256,seq307,5,L,11,12,4,3,""," - The new fruit house on Kinsman st. owned by Nyce,"
2257,seq307,21,L,5,18,2,1,ed, - One of the best established truths of history
2258,seq307,29,L,1,6,2,1,ed," - ""The American people have a decided weakness"
2260,seq308,12,L,2,12,2,2,ed," - Legoyt, chief of the statistical bureau of"
2261,seq308,30,L,2,13,2,1,ed,", 2 - The Rebels are making preparations for the"
2262,seq308,35,L,2,15,2,1,ed, - Our armies are about to enter upon a grand
2263,seq308,41,L,3,9,2,2,ed, - Jeff Davis is convinced that his hold on
2264,seq309,4,L,3,30,2,2,ed, - The Rebel press is industriously discussing
2265,seq309,11,L,4,18,2,1,ed," - Now that the Rebels have given up hope, they"
2266,seq309,16,L,4,21,2,2,ed, - President Lincoln pledges the protection of
2267,seq309,22,L,4,27,2,1,ed," - May, June, and July are to test the strength"
2268,seq309,28,L,5,2,2,2,ed," - Over 50,000 of our best troops operate in south-"
2269,seq309,33,L,5,4,2,1,ed," - The people watch and pray, and all mankind specu-"
2270,seq309,38,L,5,7,2,1,ed, - For every black soldier killed in violation of
2271,seq310,4,L,3,14,2,1,ed, - The crisis of a long struggle is at hand.
2272,seq310,10,L,5,20,2,1,ed," - At the beginning of the Civil War, the North-"
2273,seq310,20,L,5,24,2,1,ed, - The nation is pre-occupied with stirring
2274,seq310,27,L,5,24,3,2,ed, - When asked his views of the present military
2275,seq310,38,L,6,8,2,2,""," - In a letter to the editor, ""J. H. B."" writes:"
2277,seq311,15,L,6,23,2,1,ed, . There exists throughout Grant's army a belief
2278,seq311,20,L,7,2,2,3,""," - In a letter to the editor, a Mrs. Gage writes:"
2279,seq311,29,L,7,9,2,1,ed, - Time is the chief essential in the ending of
2280,seq311,33,L,7,19,2,1,ed, - Nations and individuals at times give way to
2281,seq312,4,L,7,19,2,1,ed, - It is estimated that more than 500 Rebels
2282,seq312,10,L,7,29,1,3,""," – In a letter to the editor, Harry D., Battery C,"
2283,seq312,20,L,7,30,2,1,"", - While soldiers are sweltering in the terrible
2284,seq312,32,L,8,2,2,3,""," – In a letter to the editor, E. H. E. says: Due to"
2285,seq312,41,L,8,13,2,1,ed, - Anxious expectations of the people are often
2286,seq313,11,L,8,13,2,2,ed, - Difficulties in the way of restoring the
2287,seq313,20,L,8,16,2,1,ed," - ""Though war is a scourge of the most bitter"
2288,seq313,44,L,8,20,2,2,ed, - For several weeks horses and cattle have been
2289,seq314,4,L,8,25,2,1,ed," - ""Copperheads"" are circulating petitions try-"
2290,seq314,16,L,9,6,2,1,ed, - The success of General Sherman in the south-
2291,seq314,22,L,9,9,2,1,ed," - The Port of Wilmington, in North Carolina,"
2292,seq314,28,L,9,22,2,1,""," - After rumors of a year or two, we hear that"
2293,seq314,34,L,9,23,2,1,ed," - ""There is no charge more frequently reiter-"
2294,seq315,4,L,9,27,4,5,"",", 6 - The grand rally of Union loving men held on …"
2295,seq315,14,L,10,22,2,1,ed, - The New York HERALD warns officials of all
2296,seq315,20,L,10,27,2,2,ed," - ""Copperheads"" are anxiously waiting for some"
2297,seq315,27,L,10,31,2,2,ed, - A Richmond paper recently threatened the
2298,seq315,36,L,11,2,4,6,ed, - Reports that an attack would be made on this
2299,seq315,44,L,11,8,2,1,ed, - The Rebellion is being waged by and for slave
2300,seq316,12,L,11,19,2,2,ed," - When the war first started, people were"
2301,seq316,22,L,11,30,2,1,ed, - The theory that the recent attempt to burn
2302,seq316,34,L,11,30,2,1,ed," - Nearly 40,000 Southern refugees are in New"
2303,seq316,40,L,12,2,2,1,ed, - The recent election is proof that the people
2304,seq317,6,L,12,6,2,1,ed," - ""Now that Congress is starting to work again,"
2305,seq317,12,L,12,13,2,1,ed, - It is said that interest and anxiety felt
2306,seq317,23,L,12,15,2,2,ed," - ""The New York HERALD says, that, through"
2307,seq317,28,L,12,27,4,2,""," - In a letter to the editor, C. N. Pond says: A"
2308,seq318,4,L,12,30,2,1,ed, - A new and important era is to come about in
2309,seq318,16,L,6,21,2,2,ed," - ""The State of Kentucky will undoubtedly be-"
2310,seq318,25,L,7,14,2,2,"", - In order to check guerrilla warfare on the rail-
2311,seq318,30,L,7,21,2,1,ed, - Parts of Missouri are in a sad state of af-
2312,seq318,37,L,12,20,2,1,ed," - The Rebel General Lyon with 2,500 guerrillas"
2313,seq318,42,L,12,23,2,2,ed," - General E. D. McCook has routed the guerrilla,"
2314,seq319,4,L,2,13,2,2,""," - The body of Henry C. Morgan, brother of A. L."
2315,seq319,6,L,5,16,2,3,ed," - Sedgwick, Wadsworth, Hays, Stevenson, Rice,"
2316,seq319,11,L,5,21,4,2,"", - The bodies of Captains Philpot and Hutchinson will
2317,seq319,13,L,5,23,2,1,ed, - Many families wish to know if their dear ones
2318,seq319,17,L,5,30,4,3,"",",4, 5 - Captains W. W. Hutchinson and J. T. Philpot, of"
2319,seq319,39,L,6,2,4,2,"", - A dispatch from Captain Lynch of the 27th Ohio reg-
2320,seq320,4,L,6,2,4,3,""," - A telegram from Lieutenant-Colonel Pickands, of"
2321,seq320,10,L,6,3,4,3,"", - The remains of Captains Hutchinson and Philpot
2322,seq320,14,L,6,4,4,2,""," - Captains Philpot and Hutchinson, who were lawyers"
2323,seq320,17,L,7,3,4,4,"", - Casualties in northern Ohio regiments are as
2324,seq320,20,L,7,4,4,4,"", - The bodies of Colonel Creighton and Lieutenant-
2325,seq320,23,H,7,5,3,7,ed," - A dispatch from Captain DeForest, Co. C, 105th"
2326,seq320,30,H,7,5,4,3,"", - The remains of Col. W. R. Creighton and Lieut.
2327,seq320,35,L,7,7,2,2,"", - Forty-nine casualties are reported in the 125th
2328,seq320,37,L,7,9,4,4,""," - The body of Corporal Wyman of the 150th regiment,"
2329,seq320,41,L,7,13,4,3,"", - The list of killed and wounded of northern Ohio reg-
2330,seq321,4,L,8,4,4,2,""," - Lieut. Ira H. Pool, Co. 1, 52nd. O. W. I., who"
2331,seq321,7,H,8,5,3,2,"", - Lieutenant B. S. Spangler of Cleveland was wound-
2332,seq321,10,H,8,5,3,2,""," - William Cushman, a member of the 2nd Ohio cavalry,"
2333,seq321,13,L,8,13,4,4,""," - The body of John Hopwood of Co. C, 124th infantry,"
2335,seq321,19,L,8,29,4,4,ed," – Major Charles H. Bentley, 22, of the 8th East"
2336,seq321,28,L,8,29,3,2,""," - A letter from D. Schoonmaker, dated Aug. 22 on"
2337,seq321,32,L,9,2,4,2,""," - Wilfred Creighton, 17, Co. F, 150th 0. N. G.,"
2338,seq321,35,L,9,5,4,6,""," - George Bell, 35, a member of Co. D, 150th O. N."
2339,seq321,39,L,10,26,2,1,ed, - Colonel Charles Russell Lowell was wounded
2340,seq322,4,L,12,2,4,3,"", - Lieutenant-Colonel Merwin Clark was killed in a
2341,seq322,9,L,12,7,2,1,ed, - A paper contributed and read by E. B. Elliot
2342,seq322,16,L,12,21,4,3,""," - Lieutenant Terence Dempsey, adjutant in the 124th"
2343,seq322,19,L,12,20,4,2,""," - Lieutenant S. B. Payne, 124th O. W. I., a cousin"
2344,seq322,22,H,12,27,4,1,""," - In a letter to the editor, ""C. S. M."" on Dec. 16,"
2346,seq322,35,L,2,22,2,1,""," - The Rebel army is slowly backing up, slowly giving"
2347,seq322,39,L,3,18,2,1,ed, - Available Rebel forces under Johnston are
2348,seq323,4,L,9,21,2,1,ed," - ""It is astonishing, that, notwithstanding"
2349,seq323,17,L,11,11,2,2,ed, - The war has made many changes in the condition
2350,seq323,34,L,2,3,2,2,ed,", 6 - In his Congressional speech on confiscation"
2351,seq324,21,L,2,18,2,1,ed, - The conscription act awaits its passing in the
2352,seq324,27,L,1,5,4,3,"",",4 - Fourth ward citizens met on Jan. 1 in the"
2353,seq324,37,L,1,5,4,4,ed," - One thousand men, more or less, in the first"
2354,seq325,4,L,1,8,4,3,ed, - The sixth ward is now free from the draft
2355,seq325,9,L,1,8,4,4,"", - The enrolled men of the third ward met at police
2356,seq325,17,L,1,14,2,2,ed, - Twelve regiments in Ohio have re-enlisted for
2357,seq325,21,L,1,19,2,2,ed, - Governor. Brough has received permission to
2358,seq325,28,L,1,21,4,3,"", - The 6th Ohio cavalry enlisted in a body and were
2360,seq325,39,L,1,26,4,2,ed," - When the draft was anticipated in this city,"
2361,seq326,4,L,1,26,4,4,ed," - Lieutenant Sterns of Barber's sharpshooters,"
2362,seq326,9,L,1,28,2,3,ed, - Governor Bramlette of Kentucky refuses leave to
2363,seq326,15,L,2,3,2,1,ed, - There is evidence from all quarters that re-en-
2364,seq326,21,L,2,10,2,1,ed," - ""The call of the President for new troops galls"
2365,seq326,28,L,2,18,4,4,""," - In 11 Cleveland wards, 265 applications were"
2366,seq326,30,L,2,19,4,4,""," - In 41 townships in Cuyahoga county, applications"
2367,seq326,33,L,2,25,4,6,"", – The quotas of sub-districts under the call for
2368,seq326,36,L,2,29,2,2,ed, - Blair of Missouri introduced a resolution to
2369,seq326,40,L,3,10,4,2,"", - A Grant ball will be given in the armory at Pearl
2370,seq327,3,L,3,12,2,2,ed," - Representative Sam Cox says: ""I am opposed to"
2371,seq327,8,L,3,14,2,1,ed, - Six thousand men are needed to meet Ohio's
2372,seq327,12,L,3,15,4,2,ed, - The total enlistments from Feb. 1 to Mar. 10
2373,seq327,16,L,3,23,4,4,ed," - P. J. Coss, a bounty broker, was arrested on"
2374,seq327,19,L,4,15,4,3,"", - The draft table of quotas for each ward in Cleve-
2375,seq327,37,L,4,29,4,3,""," - Charles E. Wilson, deputy provost marshal reports"
2376,seq327,41,L,5,4,2,3,ed, - The order for the draft in some districts of the
2378,seq328,5,L,5,10,4,3,"",", 4 - The townships of Cuyahoga county were drafted at"
2379,seq328,12,L,5,16,4,4,"", - At a meeting of subscribers to the bounty fund from
2380,seq328,20,L,5,21,4,2,"", - Provost Marshal Nash has received an order saying
2381,seq328,24,L,5,23,4,4,"", - There were 88 Cuyahoga county drafted men examined
2382,seq328,29,L,5,23,4,5,"", - The board of enrollment is now busily engaged in mak-
2383,seq328,34,L,5,24,4,3,"", - The following is a list of drafted men who were ex-
2384,seq328,39,L,5,24,4,4,"", - The draft examination from Brooklyn in Cleveland re-
2385,seq329,4,L,5,25,4,2,"", - The examination of drafted men was continued at the:
2386,seq329,8,L,5,28,4,3,"", - The following is a summary of the draft in nine-wards
2387,seq329,14,L,5,30,4,5,"", - A summary of the number of cases disposed of in the
2388,seq329,18,L,5,31,4,2,""," - Col. J. H. Potter, A. A., provost marshal general of"
2290,seq329,24,L,6,7,4,2,"", - The provost marshal yesterday examined persons mair-
2391,seq329,27,L,6,9,4,3,"",", 4 - The following is a list of drafted men for filling"
2393,seq329,34,L,6,14,2,1,ed, - The President has transmitted to Congress for
2394,seq329,41,L,6,14,4,4,"", - The board of enrollment was examining township and
2395,seq330,4,L,6,15,4,4,"", - The supplementary draft resulted in 37 being held
2396,seq330,8,L,6,17,4,4,"", - The supplementary draft resulted in 12 being held
2397,seq330,11,L,6,18,4,4,"", - The supplementary draft resulted in 12 being held
2398,seq330,14,L,6,20,4,4,"", - There were 36 more men drafted yesterday in 15 town-
2399,seq330,16,L,6,21,4,3,"", - The draft resulted in 24 being accepted and 15 be-
2400,seq330,18,L,6,23,2,1,ed, - A large majority of the House refused to strike.
2401,seq330,24,L,6,23,4,3,"", - The following is a list of the drafted men who were
2402,seq330,30,L,6,24,4,3,"", – The following drafted men were examined: John
2403,seq330,35,L,6,24,4,3,""," - Amos Coe, Esq., well-known leader of the ""Copper-"
2404,seq330,39,L,6,27,4,5,"", - Dr. Philip Roeder was arrested by the U. S. marshal
2405,seq331,4,L,6,27,2,1,ed, - An English paper says that those miscreants who
2406,seq331,11,L,6,27,4,5,"", - The second supplementary draft shows the following
2407,seq331,16,L,6,28,2,2,ed, - It is proposed to recruit in New York city as
2408,seq331,24,L,6,28,2,1,ed, - A very important debate occurred in the house
2409,seq331,37,L,6,28,2,1,ed,", 2 - ""There is doubt if the Commutation bill will"
2411,seq332,4,L,6,29,4,3,"", - The result of tile examination of drafted men shows
2412,seq332,11,L,6,30,2,1,ed,",2 - Congress has now reached an important con-"
2413,seq332,23,L,7,1,2,1,"", - The passing of a law authorizing ward trustees to
2414,seq332,29,L,7,2,2,1,ed, - Indignation arises because the provost marshal
2416,seq332,39,L,7,3,4,2,""," - John Connolly, alias John Campbell of Michigan st.,"
2417,seq332,44,L,7,4,2,2,"", - The bill passed by the House and Senate provides that
2418,seq333,9,H,7,5,1,2,ed," - ""It is poor policy to pay from $100 to $500 to"
2419,seq333,14,L,7,13,2,1,ed," - By a system of organized efforts, speculators"
2420,seq333,23,L,7,14,4,3,ed," - Amos Coe, a not too well loved character in"
2421,seq333,33,L,7,14,4,3,ed, - The worst evil resulting from the present draft
2422,seq333,39,L,7,16,2,2,ed, - Repealing the commutation clause was the wisest
2423,seq334,4,L,7,20,2,1,ed, - It is evident by the late call for volunteers
2424,seq334,12,L,7,21,4,3,"", - The city council met last night and adopted the
2425,seq334,17,H,8,5,1,5,"", - Provost Marshal Nash has received orders to accept
2426,seq334,19,H,8,5,1,5,"", - On Aug. 3 a party of plantation Negroes who had es-
2427,seq334,22,H,8,5,1,5,""," - Recruiting for Cleveland was livelier yesterday, a"
2428,seq334,24,H,8,5,1,5,""," - Yesterday, two contrabands were being taken to Buffalo"
2429,seq334,30,H,8,5,1,2,ed," - To fill the quota in New York city, which is"
2430,seq334,36,L,8,15,2,1,ed," - Immediately upon the call for 500,000 men and"
2431,seq335,11,L,8,20,4,5,"", - The city recruiting office will close and no fur-
2432,seq335,15,L,8,25,2,3,ed, - In certain counties unscrupulous men have arcused
2433,seq335,23,L,8,27,2,1,ed, - Much anxiety is felt concerning the draft to be
2434,seq335,30,L,8,29,2,1,ed," - The draft to take place Sept. 5, as announced"
2435,seq335,38,L,8,30,2,3,cq, - Orders from General Heintzleman forbidding re-
2436,seq336,4,L,9,1,4,3,"", - The city council met last night and adopted the
2437,seq336,8,L,9,3,4,5,""," - ""After laboring with the people of the ward (Fourth)"
2438,seq336,19,L,9,6,2,1,ed, - The course of the government is condemned as
2439,seq336,23,L,9,8,4,3,"", - A resolution was adopted authorizing the finance
2440,seq336,26,L,9,17,2,1,ed, - In many portions of the country the draft has
2441,seq336,34,L,9,17,2,1,ed, - The draft on Sept. 19 is to give Grant and
2442,seq336,40,L,10,6,2,2,ed," - Deserters, refugees, and cowards who have fled"
2443,seq337,4,H,11,25,3,2,"", - Drafted men who have not reported to the provost
2444,seq337,7,H,11,25,3,3,"", - Orders from the provost marshal general have been
2445,seq337,10,L,11,30,2,1,ed, - It is certain that the repeated drafts made un-
2446,seq337,18,L,12,8,4,3,"", - Rev. J. S. C. Abbott spoke last night at Brain- -
2447,seq337,25,L,12,14,2,1,ed, - Two weeks have passed since enlistments started
2448,seq337,36,L,12,21,2,1,ed," - President Lincoln has sent out a call for 300,000"
2449,seq337,40,H,12,27,3,3,"", - A large meeting of the enrolled men of the sixth
2451,seq338,12,L,3,28,4,3,""," – A German living on Detroit st. joined the army, then"
2452,seq338,18,L,3,31,4,2,"", - Jack Adams was arrested yesterday and locked up on
2453,seq338,21,L,4,30,4,4,""," - Robert Martin, who is charged with being a bounty"
2454,seq338,25,L,5,13,4,2,"", - Michael Kelly of the 32nd New York regiment was ar-
2455,seq338,27,L,6,15,4,2,"", - A deputy provcst marshal came here in search of
2456,seq338,31,H,11,25,3,2,"", - The provost marshal's force yesterday arrested Hen-
2457,seq338,35,L,1,18,2,3,ed, - We have General Meade's opinion on when the
2458,seq339,4,L,1,23,2,1,ed, - There is a lull in military affairs. Plans for
2460,seq339,21,L,2,27,2,2,ed, - General Sherinan is completely swallowed up in the
2461,seq339,26,L,3,4,2,1,ed, - A New York WORLD blames President Lincoln for the
2462,seq339,31,L,3,4,2,2,ed, - Sherman's boldest movement is to maintain himself
2463,seq339,35,L,3,7,2,1,ed, - No reports have been received yet as to the where-
2464,seq339,39,L,3,10,2,1,ed," - Since the defeat of General Seymour at Olustee,"
2465,seq340,4,L,3,11,2,1,ed, - The country is generally disappointed in the
2466,seq340,8,L,3,23,2,1,ed," - The whole country is in an expectant mood, wait-"
2467,seq340,13,L,3,31,2,1,ed," - ""There is something loose"" in Kentucky and west-"
2468,seq340,18,L,4,7,2,1,ed," – Everybody awaits the spring campaign, the weather"
2469,seq340,23,L,4,12,2,1,ed, - Notwithstanding the perfection of plans on
2470,seq340,28,L,4,15,2,1,ed," - Within a few weeks, General Grant will marshal"
2471,seq340,32,L,4,18,2,1,ed, - Both in the army and navy there has been of late
2472,seq340,38,L,4,25,2,1,ed," - By a brilliant ""coup de main,"" the Rebels were"
2473,seq341,4,L,4,25,2,1,ed, - Great excitement rages over the army of the
2474,seq341,10,L,4,28,2,1,ed, - Recent Rebel demonstrations indicate their part
2475,seq341,15,L,5,11,2,1,ed, - The disastrous expedition of General Banks has
2476,seq341,20,L,5,11,2,1,ed," - Generals Grant, Hancock, Burnside, and Butler are"
2477,seq341,25,L,5,12,2,1,ed, - Military matters in Virginia still remain un-
2478,seq341,37,L,5,13,2,3,ed, - In Nashville federal troops appeared in the city
2479,seq341,41,L,5,16,2,1,ed, - General Sherman is operating in rough country -
2480,seq342,6,L,5,16,2,1,ed, - The terrific fighting of May 12 and the movements
2481,seq342,12,L,5,19,2,1,ed, - There is a lull in the storm of battle in Wir-
2482,seq342,17,L,5,21,2,1,ed," - The Rebel general, Johnston, has been worsted at"
2483,seq342,22,L,5,26,2,1,ed, - Grant has driven Lee back from his stronghold
2484,seq342,27,L,5,27,2,1,ed, - The latest information represents Grant and
2485,seq342,32,L,5,31,2,1,ed," - Sherman's troops met the Rebel army at Dallas,"
2486,seq342,37,L,6,1,2,1,ed," - The magnificent movement of Grant, by which he"
2487,seq343,5,L,6,8,2,1,ed, - Grant has been maneuvering for a position along.
2488,seq343,13,L,6,9,2,1,ed, - The battle fought June 3 was a defeat for the
2489,seq343,18,L,6,9,2,4,ed," - Opposite Natchez, Miss., a force of Union black"
2490,seq343,25,L,6,10,1,2,ed," - Grant has passed all lines to reach his objective,"
2491,seq343,29,L,6,10,2,2,ed," - General Hunter, defeated the Rebel forces under"
2492,seq343,34,L,6,11,2,2,ed," - Two roads cross at Cold, or Coal Harbor, the"
2493,seq343,38,L,6,13,3,2,""," - In a letter to the editor, N. F. Barrett says: ""At"
2494,seq344,4,L,6,14,1,2,ed, - General Grant is victoriously using the spade.
